smile,rt
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,999.0
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,999.0
CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,999.0
CCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,999.0
CCCCCCCCC=CCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,999.0
Cc1cc2nc3c(O)nc(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C,999.0
CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,999.0
O=C(O)C1CCCN1,999.0
Cn1cnc(CC(N)C(=O)O)c1,999.0
Nc1ccc(C(=O)O)cc1,999.0
Cn1c(=O)c2c(ncn2C)n(C)c1=O,999.0
Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,999.0
N=c1nc(O)c2ncn(C3OC(CO)C(O)C3O)c2[nH]1,999.0
O=c1nc(O)ccn1C1OC(CO)C(O)C1O,999.0
Nc1ncnc2c1ncn2C1CC(O)C(CO)O1,999.0
Cc1cn(C2CC(O)C(CO)O2)c(=O)nc1O,999.0
COC1C(O)C(CO)OC1n1cnc2c(N)ncnc21,999.0
NC(Cc1ccccc1)C(=O)O,999.0
NC(Cc1ccc(O)cc1)C(=O)O,999.0
NC(Cc1c[nH]c2ccccc12)C(=O)O,999.0
O=C(O)C1Cc2c([nH]c3ccccc23)CN1,999.0
CSCCCCCCCC(N)C(=O)O,999.0
CSCCCCCCCCC(N)C(=O)O,999.0
NC(Cc1ccccc1)C(O)=NCC(=O)O,999.0
NCC(O)=NC(Cc1ccccc1)C(=O)O,999.0
CC(C)CC(N=C(O)C(N)C(C)C)C(=O)O,999.0
CC(C)CC(N)C(=O)N1CCCC1C(=O)O,999.0
CC(C)CC(N)C(O)=NC(Cc1ccc(O)cc1)C(=O)O,999.0
CCC(C)C(N=C(O)C(N)Cc1ccc(O)cc1)C(=O)O,999.0
CC(C)CC(N=C(O)C(N)Cc1ccc(O)cc1)C(=O)O,999.0
CC(C)C(N=C(O)C(N)Cc1ccccc1)C(=O)O,999.0
CC(C)C(N)C(O)=NC(Cc1ccccc1)C(=O)O,999.0
CCC(C)C(N)C(O)=NC(C(=O)O)C(C)CC,999.0
CCC(C)C(N=C(O)C(N)CC(C)C)C(=O)O,999.0
CCC(C)C(N)C(O)=NC(CC(C)C)C(=O)O,999.0
CC(C)CC(N)C(O)=NC(CC(C)C)C(=O)O,999.0
CCC(C)C(N=C(O)C(N)Cc1ccccc1)C(=O)O,999.0
CCC(C)C(N)C(O)=NC(Cc1ccccc1)C(=O)O,999.0
CC(C)CC(N=C(O)C(N)Cc1ccccc1)C(=O)O,999.0
CC(C)CC(N)C(O)=NC(Cc1ccccc1)C(=O)O,999.0
CS(=O)CCCCCCCCN=C=S,999.0
NCc1c[nH]c2ccccc12,999.0
COc1cccc2[nH]cc(CN)c12,999.0
COn1cc(CN)c2ccccc21,999.0
O=Cc1c[nH]c2cccc(O)c12,999.0
O=Cc1c[nH]c2cccc(O)c12,999.0
O=C(O)c1c[nH]c2ccccc12,999.0
COc1cc(C=CCO)ccc1OC1OC(CO)C(O)C(O)C1O,999.0
COc1cc(C=CCO)cc(OC)c1OC1OC(CO)C(O)C(O)C1O,999.0
COc1cc(CC2COC(c3ccc(O)c(OC)c3)C2CO)ccc1O,999.0
O=c1ccc2cc(O)c(O)cc2o1,999.0
COc1cc2ccc(=O)oc2cc1O,999.0
O=c1ccc2cc(OC3OC(CO)C(O)C(O)C3O)c(O)cc2o1,999.0
COc1cc2ccc(=O)oc2cc1OC1OC(CO)C(O)C(O)C1O,999.0
O=C(O)C(O)Cc1ccc(O)cc1,999.0
CCC(C)(O)C(=O)O,999.0
CC(C)C(O)C(=O)O,999.0
O=C(O)CCc1ccc(O)cc1O,999.0
CC(C)(O)CC(=O)O,999.0
OCC(O)c1ccc(O)c(O)c1,999.0
O=C(O)Cc1c[nH]c2ccc(O)cc12,999.0
CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,999.0
CC(O)=Nc1c(N)nc(O)n(C)c1=O,999.0
CC(C)C(=O)C(=O)O,999.0
CC(O)C1N=C(O)C2CCCN2C1=O,999.0
CC(C)C1N=C(O)C2CCCN2C1=O,999.0
O=C(O)C(O)c1ccc(O)c(O)c1,999.0
O=C(O)C1OC(Oc2ccc(O)cc2)C(O)C(O)C1O,999.0
CS(=O)CCCN=C=S,999.0
O=C(Cc1c[nH]c2ccccc12)OC1OC(C(=O)O)C(O)C(O)C1O,999.0
CC12C=Cc3occc3C1CCC13CC(CCC12)C(O)(CO)C3,999.0
CC(=O)CCC(=O)O,999.0
CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,999.0
C[N+]1(C)CCCC1C(=O)[O-],999.0
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,999.0
Cn1cnc2c1c(O)nc(=O)n2C,999.0
C[N+](C)(C)[O-],999.0
CCCCCCCC(=O)OC1OC(C(=O)O)C(O)C(O)C1O,999.0
Cn1c(O)nc2[nH]c(O)nc2c1=O,999.0
Cn1c(O)nc2nc(O)nc(O)c21,999.0
O=C(OC1OC(C(=O)O)C(O)C(O)C1O)c1c[nH]c2ccccc12,999.0
Cn1cnc2nc(O)nc(O)c21,999.0
CCCc1oc(CCC(=O)O)c(C(=O)O)c1C,999.0
Cn1c(=O)nc(O)c2nc[nH]c21,999.0
CN1CC(O)CC1C(=O)O,999.0
CN1C(=O)CCC1c1cccnc1,999.0
Cn1cnc2c(ncn2C2OC(CO)C(O)C2O)c1=N,999.0
Cn1c(O)nc2ncn(C)c2c1=O,999.0
CC(C)(N)C(=O)O,999.0
COc1ccc(O)c(C(=O)O)c1,999.0
Cc1ccccc1C(O)=NCC(=O)O,999.0
N=c1ccn(C2OC(CO)C(O)C2O)c(S)n1,999.0
O=C(O)CCc1ccc(O)c(O)c1,999.0
NC(CCCC(N)C(=O)O)C(=O)O,999.0
Nc1c(O)cccc1C(=O)CC(N)C(=O)O,999.0
CC(O)CC(=O)O,999.0
CC(CO)C(=O)O,999.0
O=C(O)Cc1c[nH]c2ccccc12,999.0
Cn1c(=N)ccn(C2OC(CO)C(O)C2O)c1=O,999.0
Cn1c(O)nc2c1c(O)nc(=O)n2C,999.0
CC(O)=Nc1ccc(C(=O)O)cc1,999.0
Cc1cc(C(=O)O)ccc1O,999.0
O=Cc1ccc(O)cc1,999.0
O=C(O)CNC(=O)c1ccc(O)cc1,999.0
Cc1cn(C2OC(CO)C(O)C2O)c(O)nc1=N,999.0
COc1cc2c(CCN=C(C)O)c[nH]c2cc1O,999.0
C[n+]1cn(C2OC(CO)C(O)C2O)c2[nH]c(=N)nc([O-])c21,999.0
CNC(C)(C)C(=O)O,999.0
OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,999.0
C=CCS(=O)CC(N)C(=O)O,999.0
N=C(O)NC(NC(=N)O)C(=O)O,999.0
Cn1cncc1CC(N=C(O)CCN)C(=O)O,999.0
N=C(N)NCCCC(N)C(=O)O,999.0
NC(CC(=O)O)C(O)=NC(Cc1ccccc1)C(=O)O,999.0
NCCC(O)=NC(Cc1cnc[nH]1)C(=O)O,999.0
CC(C)c1cc2c(c(O)c1O)C13CCCC(C)(C)C1CC2OC3=O,999.0
CC(NCCCCC(N)C(=O)O)C(=O)O,999.0
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,999.0
NC(CCCCNCC(=O)O)C(=O)O,999.0
COC1=C(OC)C(=O)C(CC=C(C)C)=C(C)C1=O,999.0
N=c1ccn(C2OC(CO)C(O)C2O)c(O)n1,999.0
CC(C)(CO)C(O)C(O)=NCCC(O)=NCCSSCCN=C(O)CCN=C(O)C(O)C(C)(C)CO,999.0
OCC(O)C(O)C(O)C(O)CO,999.0
CC(CCC(=O)O)C1CCC2C3C(=O)CC4CC(=O)CCC4(C)C3CC(=O)C12C,999.0
OC1=NCCCC1,999.0
NC(CCCC(=O)O)C(=O)O,999.0
O=C(O)C(O)Cc1c[nH]c2ccccc12,999.0
NCCc1ccc(O)c(O)c1,999.0
CNCC(O)c1ccc(O)c(O)c1,999.0
NC(CCCN=C1N=C(O)CN1)C(=O)O,999.0
NC(CCCCN=C(O)CO)C(=O)O,999.0
NCCCC(=O)O,999.0
NC(CCC(=O)O)C(=O)O,999.0
CC(CCC(O)=NCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,999.0
CC(CCC(O)=NCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,999.0
CC(CCC(O)=NCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,999.0
CC(CCC(O)=NCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,999.0
N=c1nc(O)c2ncn(C3OC(CO)C(O)C3O)c2[nH]1,999.0
NCCS(=O)O,999.0
Oc1ncnc2[nH]cnc12,999.0
O=C(O)CN=C(O)C=Cc1c[nH]c2ccccc12,999.0
OCC1OC(Oc2c[nH]c3ccccc23)C(O)C(O)C1O,999.0
O=C(O)C1OC(Oc2c[nH]c3ccccc23)C(O)C(O)C1O,999.0
OCC1OC(n2cnc3c(O)ncnc32)C(O)C1O,999.0
CCC(C)C(N)C(=O)O,999.0
CC(C)CC(O)=NCC(=O)O,999.0
O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,999.0
c1coc(CNc2nc[nH]c3ncnc2-3)c1,999.0
C[N+](C)(C)CC(O)CC(=O)[O-],999.0
NC(CS)C(=O)O,999.0
NC(CSSCC(N)C(=O)O)C(=O)O,999.0
NCCCCC(N)C(=O)O,999.0
NCCCC(N)C(=O)O,999.0
CCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,999.0
CC(C)CC(N)C(=O)O,999.0
O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,999.0
CSCCC(N)C(=O)O,999.0
CC1NC(=NCCCC(N)C(=O)O)N=C1O,999.0
OC1C(O)C(O)C(O)C(O)C1O,999.0
CC(O)=NC(CC(=O)O)C(O)=NC(CCC(=O)O)C(=O)O,999.0
CC(O)=NC(Cc1ccc(O)cc1)C(=O)O,999.0
CCCCCCCCCCCC(=O)N(C)CC(=O)O,999.0
CSCCC(N=C(O)Cc1ccccc1)C(=O)O,999.0
N=C(O)c1cccnc1,999.0
CCCCCCCCC=CCCCCCCCC(=N)O,999.0
CCCCCCCCC=CCCCCCCCC(=O)OC(CCC(=O)[O-])[N+](C)(C)C,999.0
O=C(O)c1cc(O)nc(O)n1,999.0
Nc1ccc(C(=O)NCC(=O)O)cc1,999.0
C=C(C)C1CC=C(C(=O)O)CC1,999.0
O=C(O)C1CCCN1C(=O)C1CCC(O)=N1,999.0
O=C(O)CN=C(O)Cc1ccccc1,999.0
NC(Cc1ccccc1)C(=O)O,999.0
O=C(O)C1CCCCN1,999.0
O=C(O)C1OC(Oc2ccccc2O)C(O)C(O)C1O,999.0
NC(CCCCn1c(C=O)ccc1CO)C(=O)O,999.0
O=C(O)c1ccc[nH]1,999.0
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,999.0
O=C(O)c1ccc2ccccc2n1,999.0
CNCC(=O)O,999.0
OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,999.0
CC(O)=NC(CSC(S)=NCCCCS(C)=O)C(=O)O,999.0
CC(CCC(O)=NCCS(=O)(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,999.0
CC(O)C(N)C(=O)O,999.0
O=C(O)C=Cc1cccc(O)c1,999.0
O=C(O)C1CC(O)CN1,999.0
NCCc1c[nH]c2ccccc12,999.0
NC(Cc1c[nH]c2ccccc12)C(=O)O,999.0
NC(Cc1ccc(O)cc1)C(=O)O,999.0
O=c1nc(O)ccn1C1OC(CO)C(O)C1O,999.0
CC(C)C(N)C(=O)O,999.0
COc1cc(C(=O)O)ccc1O,999.0
COc1cc(C=O)ccc1O,999.0
OCC1OC(c2cnc(O)nc2O)C(O)C1O,999.0
CC(CCC(O)=NCC(=O)O)C1CCC2C3C(O)CC4CC(OC5OC(C(=O)O)C(O)C(O)C5O)CCC4(C)C3CCC12C,999.0
N=C(N)NCCCC(N)C(=O)O,999.0
NCCS(=O)(=O)O,999.0
N=C(O)NCCCC(N)C(=O)O,999.0
Nc1nc[nH]c2ncnc1-2,999.0
O=C1OC(C(O)CO)C(O)=C1O,999.0
Oc1nc(O)c2nc(O)[nH]c2n1,999.0
Oc1ccnc(O)n1,999.0
O=C(O)CC(O)(CC(=O)O)C(=O)O,999.0
CSCCC(N)C(=O)O,999.0
O=C(O)C1CCC(O)=N1,999.0
O=c1nc(O)ccn1C1OC(CO)C(O)C1O,999.0
NC(Cc1ccc(O)cc1)C(=O)O,999.0
Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,999.0
OCC1OC(n2cnc3c(O)ncnc32)C(O)C1O,999.0
CC(C)CC(N)C(=O)O,999.0
CCC(C)C(N)C(=O)O,999.0
CC(C(=O)O)C(=O)O,999.0
O=C(O)CCCC(=O)O,999.0
NC(Cc1ccccc1)C(=O)O,999.0
O=C(O)CCCCC(=O)O,999.0
NC(Cc1c[nH]c2ccccc12)C(=O)O,999.0
O=C(O)CN=C(O)c1ccccc1,999.0
O=C(O)C=Cc1ccc(O)c(O)c1,999.0
O=C(O)Cc1ccccc1,999.0
O=C(O)CCCCCC(=O)O,999.0
O=C(O)C(O)Cc1ccccc1,999.0
O=C(O)CCCCCCCC(=O)O,999.0
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,999.0
CC(CCC(O)=NCCS(=O)(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,999.0
CC(CCC(O)=NCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,999.0
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,999.0
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,999.0
CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,999.0
CCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,999.0
CCCCCCCCC=CCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,999.0
Cc1cc2nc3c(O)nc(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C,999.0
CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,999.0
O=C(O)C1CCCN1,999.0
Cn1cnc(CC(N)C(=O)O)c1,999.0
CN1CC(O)=NC1=N,999.0
CN(C)CC(=O)O,999.0
CC1(O)CCOC(=O)C1,999.0
Nc1ccc(C(=O)O)cc1,999.0
Cn1c(=O)c2c(ncn2C)n(C)c1=O,999.0
O=C(O)C(O)Cc1ccc(O)cc1,999.0
CCC(O)C(=O)O,999.0
CCCCCCCCCCCCCCCCC=COCC(O)COP(=O)([O-])OCC[N+](C)(C)C,999.0
CCC(C)(O)C(=O)O,999.0
CC(C)C(O)C(=O)O,999.0
CC(=O)C(C)C(=O)O,999.0
CCC(C)C(=O)C(=O)O,999.0
CC(C)CC(=O)C(=O)O,999.0
CCCC(=O)C(=O)O,999.0
CC(O)C1CCC2C3CCC4CC(=O)CCC4(C)C3CCC12C,999.0
CC(O)C(C)C(=O)O,999.0
CC(C)(O)CC(=O)O,999.0
O=C(O)CCc1ccc(O)c(O)c1,999.0
OCC(O)c1ccc(O)c(O)c1,999.0
Nc1ccc(OS(=O)(=O)O)cc1,999.0
CC(C)(O)C(=O)O,999.0
CC(C)C(=O)C(=O)O,999.0
CCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCC(=O)O,999.0
CC(CO)C(=O)O,999.0
[C-]#[S+],999.0
CC(O)C1N=C(O)C2CCCN2C1=O,999.0
CC(C)C1N=C(O)C2CCCN2C1=O,999.0
CS(=O)CCC(N)C(=O)O,999.0
O=C(O)CCCO,999.0
CC(C)CC(N)C(=O)O,999.0
CCCCCC=CCC=CCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,999.0
CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,999.0
CCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCC(=O)O,999.0
CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCC=CCC=CCC=CCC=CCC=CCC,999.0
CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCC(=O)O,999.0
CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCC=O,999.0
CCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,999.0
Cc1ncc(C[n+]2csc(CCOP(=O)([O-])O)c2C)c(=N)[nH]1,999.0
CCC(C)C1N=C(O)C(C)N=C1O,999.0
CC(C)CC1N=C(O)C(C)N=C1O,999.0
CC(C)CC1N=C(O)CN=C1O,999.0
CCC(C)C1N=C(O)C(C(C)C)N=C1O,999.0
CC(=O)CCC(=O)O,999.0
CC(C)C(N=C(O)C1CCC(O)=N1)C(=O)O,999.0
CC(C)C(N)C(O)=NC(CCC(=O)O)C(=O)O,999.0
COc1ccc(O)c(C(=O)O)c1,999.0
CC(O)CC(=O)O,999.0
NC(CCC(=O)O)C(=O)O,999.0
CCC(C)C(N=C(O)C(N)CC(=O)O)C(=O)O,999.0
CC(C)CC(N=C(O)C(N)CC(=O)O)C(=O)O,999.0
CCC(C)C(N=C(O)CC(N)C(=O)O)C(=O)O,999.0
CC(C)CC(N=C(O)CC(N)C(=O)O)C(=O)O,999.0
O=C(O)CCC1N=C(O)C(CC(=O)O)N=C1O,999.0
CCC(C)C1N=C(O)C(CC(=O)O)N=C1O,999.0
CC(C)CC1N=C(O)C(CC(=O)O)N=C1O,999.0
CCC(C)C1N=C(O)C(CCC(=O)O)N=C1O,999.0
CC(C)C1N=C(O)C(CCC(=O)O)N=C1O,999.0
CC(C)C1N=C(O)C(Cc2ccccc2)N=C1O,999.0
CC(C)C(N=C(O)C(N)CCC(=O)O)C(=O)O,999.0
CCC(C)C(N)C(O)=NC(CC(=O)O)C(=O)O,999.0
CC(C)CC(N)C(O)=NC(CC(=O)O)C(=O)O,999.0
CSCCC(N=C(O)Cc1ccccc1)C(=O)O,999.0
O=C(O)CC(N=C(O)C1CCC(O)=N1)C(=O)O,999.0
CCC(C)C(N=C(O)C1CCC(O)=N1)C(=O)O,999.0
CC(C)CC(N=C(O)C1CCC(O)=N1)C(=O)O,999.0
NC(Cc1ccccc1)C(O)=NC(CC(=O)O)C(=O)O,999.0
NC(CCCCn1c(C=O)ccc1CO)C(=O)O,999.0
CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(O)C(=O)CO,999.0
O=C(O)CN=C(O)C=Cc1c[nH]c2ccccc12,999.0
CCC(C)C(N)C(=O)O,999.0
CNC(CC(=O)O)C(=O)O,999.0
O=C(O)CN=C(O)c1cccnc1,999.0
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,999.0
CC(O)C(N)C(=O)O,999.0
CC(C)C(N)C(=O)O,999.0
O=C(O)CCC1N=C(O)C2CCCN2C1=O,999.0
CC(O)C(N=C(O)C1CCCN1)C(=O)O,999.0
CC(C)C(N=C(O)C(N)Cc1ccccc1)C(=O)O,999.0
CC(C)C(N)C(O)=NC(Cc1ccccc1)C(=O)O,999.0
CN1C(=O)CCC1c1cccnc1,999.0
Cn1cnc2c(ncn2C2OC(CO)C(O)C2O)c1=N,999.0
Cn1c(O)nc2[nH]c(O)nc2c1=O,999.0
Cn1c(O)nc2ncn(C)c2c1=O,999.0
N=c1ccn(C2OC(CO)C(O)C2O)c(S)n1,999.0
NC(CCCC(N)C(=O)O)C(=O)O,999.0
Nc1c(O)cccc1C(=O)CC(N)C(=O)O,999.0
Cn1c(=N)ccn(C2OC(CO)C(O)C2O)c1=O,999.0
Cn1c(=O)nc(O)c2nc[nH]c21,999.0
CC(O)=Nc1ccc(C(=O)O)cc1,999.0
Nc1ccc(O)cc1,999.0
O=Cc1ccc(O)cc1,999.0
O=C(O)Cc1c[nH]c2ccc(O)cc12,999.0
Cc1cn(C2OC(CO)C(O)C2O)c(O)nc1=N,999.0
COc1cc2c(CCN=C(C)O)c[nH]c2cc1O,999.0
C[n+]1cn(C2OC(CO)C(O)C2O)c2[nH]c(=N)nc([O-])c21,999.0
CNC(C)(C)C(=O)O,999.0
OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,999.0
N=C(N)NCCCC(N)C(=O)O,999.0
CC(C)c1cc2c(c(O)c1O)C13CCCC(C)(C)C1CC2OC3=O,999.0
CC(NCCCCC(N)C(=O)O)C(=O)O,999.0
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,999.0
NC(CCCCNCC(=O)O)C(=O)O,999.0
COC1=C(OC)C(=O)C(CC=C(C)C)=C(C)C1=O,999.0
N=c1ccn(C2OC(CO)C(O)C2O)c(O)n1,999.0
CC(C)(CO)C(O)C(O)=NCCC(O)=NCCSSCCN=C(O)CCN=C(O)C(O)C(C)(C)CO,999.0
CC(CCC(=O)O)C1CCC2C3C(=O)CC4CC(=O)CCC4(C)C3CC(=O)C12C,999.0
OC1=NCCCC1,999.0
NC(CCCC(=O)O)C(=O)O,999.0
O=C(O)C(O)Cc1c[nH]c2ccccc12,999.0
NC(CCCN=C1N=C(O)CN1)C(=O)O,999.0
NC(CCCCN=C(O)CO)C(=O)O,999.0
CC(CCC(O)=NCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,999.0
CC(CCC(O)=NCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,999.0
CC(CCC(O)=NCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,999.0
CC(CCC(O)=NCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,999.0
N=c1nc(O)c2ncn(C3OC(CO)C(O)C3O)c2[nH]1,999.0
NCCS(=O)O,999.0
Oc1ncnc2[nH]cnc12,999.0
O=Cc1c[nH]c2ccccc12,999.0
OCC1OC(Oc2c[nH]c3ccccc23)C(O)C(O)C1O,999.0
O=C(O)C1OC(Oc2c[nH]c3ccccc23)C(O)C(O)C1O,999.0
OCC1OC(n2cnc3c(O)ncnc32)C(O)C1O,999.0
O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,999.0
NC(CS)C(=O)O,999.0
NC(CSSCC(N)C(=O)O)C(=O)O,999.0
Nc1ccccc1C(=O)CC(N)C(=O)O,999.0
NCCCCC(N)C(=O)O,999.0
NCCCC(N)C(=O)O,999.0
CCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,999.0
CSCCC(N)C(=O)O,999.0
CC1NC(=NCCCC(N)C(=O)O)N=C1O,999.0
OC1C(O)C(O)C(O)C(O)C1O,999.0
CC(O)=NC(CC(=O)O)C(O)=NC(CCC(=O)O)C(=O)O,999.0
CC(O)=NC(Cc1ccc(O)cc1)C(=O)O,999.0
CCCCCCCCCCCC(=O)N(C)CC(=O)O,999.0
N=C(O)c1cccnc1,999.0
CCCCCCCCC=CCCCCCCCC(=O)OC(CCC(=O)[O-])[N+](C)(C)C,999.0
O=C(O)c1cc(O)nc(O)n1,999.0
Nc1ccc(C(=O)NCC(=O)O)cc1,999.0
O=C(O)C1CCCN1C(=O)C1CCC(O)=N1,999.0
NC(Cc1ccccc1)C(=O)O,999.0
O=C(O)c1ccc2ccccc2n1,999.0
CNCC(=O)O,999.0
OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,999.0
COc1cc(C(=O)O)cc(OC)c1O,999.0
CC(CCC(O)=NCCS(=O)(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,999.0
CC(CCC(O)=NCCS(=O)(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,999.0
Cn1cnc2c1c(O)nc(=O)n2C,999.0
O=C(O)C1CC(O)CN1,999.0
NCCc1c[nH]c2ccccc12,999.0
NC(Cc1c[nH]c2ccccc12)C(=O)O,999.0
NC(Cc1ccc(O)cc1)C(=O)O,999.0
O=c1nc(O)ccn1C1OC(CO)C(O)C1O,999.0
COc1cc(C(=O)O)ccc1O,999.0
COc1cc(C=O)ccc1O,999.0
OCC1OC(c2cnc(O)nc2O)C(O)C1O,999.0
N=C(N)NCCCC(N)C(=O)O,999.0
NCCS(=O)(=O)O,999.0
N=C(O)NCCCC(N)C(=O)O,999.0
Nc1nc[nH]c2ncnc1-2,999.0
Oc1nc(O)c2nc(O)[nH]c2n1,999.0
Oc1ccnc(O)n1,999.0
O=C(O)CC(O)(CC(=O)O)C(=O)O,999.0
CSCCC(N)C(=O)O,999.0
O=C(O)C1CCC(O)=N1,999.0
O=c1nc(O)ccn1C1OC(CO)C(O)C1O,999.0
NC(Cc1ccc(O)cc1)C(=O)O,999.0
Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,999.0
OCC1OC(n2cnc3c(O)ncnc32)C(O)C1O,999.0
CC(C)CC(N)C(=O)O,999.0
CCC(C)C(N)C(=O)O,999.0
CC(C(=O)O)C(=O)O,999.0
O=C(O)CCCC(=O)O,999.0
NC(Cc1ccccc1)C(=O)O,999.0
O=C(O)CCCCC(=O)O,999.0
NC(Cc1c[nH]c2ccccc12)C(=O)O,999.0
O=C(O)CN=C(O)c1ccccc1,999.0
O=C(O)C=Cc1ccc(O)c(O)c1,999.0
O=C(O)Cc1ccccc1,999.0
O=C(O)CCCCCC(=O)O,999.0
O=C(O)C(O)Cc1ccccc1,999.0
O=C(O)CCCCCCCC(=O)O,999.0
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,999.0
CC(CCC(O)=NCCS(=O)(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,999.0
CC(CCC(O)=NCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,999.0
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,999.0
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,999.0
CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,999.0
CCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,999.0
CCCCCCCCC=CCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,999.0
Cc1cc2nc3c(O)nc(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C,999.0
