stage4_index,dataset_group,dataset_name,source_file,source_row,record_id,name,origin_smiles,taut_smiles,rt,formula,inchikey,canonical_smiles,taut_changed,taut_fallback,taut_reason,smrt_exact_overlap
1671,predret10,UniToyama_Atlantis_143,external_data/predret10/smiles_rt_txt/UniToyama_Atlantis_143.txt,27,UniToyama_Atlantis_143_27,,CC1OC(OC2C(Oc3cc(O)c4c(c3)OC(c3ccc(O)cc3)CC4=O)OC(CO)C(O)C2O)C(O)C(O)C1O,CC1OC(OC2C(Oc3cc(O)c4c(c3)OC(c3ccc(O)cc3)CC4=O)OC(CO)C(O)C2O)C(O)C(O)C1O,707.499,C27H32O14,DFPMSGMNTNDNHN-UHFFFAOYSA-N,CC1OC(OC2C(Oc3cc(O)c4c(c3)OC(c3ccc(O)cc3)CC4=O)OC(CO)C(O)C2O)C(O)C(O)C1O,0.0,0,ok,0
1672,predret10,UniToyama_Atlantis_143,external_data/predret10/smiles_rt_txt/UniToyama_Atlantis_143.txt,28,UniToyama_Atlantis_143_28,,O=c1c(-c2ccc(O)cc2)coc2c(C3OC(CO)C(O)C(O)C3O)c(O)ccc12,O=c1c(-c2ccc(O)cc2)coc2c(C3OC(CO)C(O)C(O)C3O)c(O)ccc12,491.89900002,C21H20O9,HKEAFJYKMMKDOR-UHFFFAOYSA-N,O=c1c(-c2ccc(O)cc2)coc2c(C3OC(CO)C(O)C(O)C3O)c(O)ccc12,0.0,0,ok,0
1673,predret10,UniToyama_Atlantis_143,external_data/predret10/smiles_rt_txt/UniToyama_Atlantis_143.txt,29,UniToyama_Atlantis_143_29,,CC(C)=CCCC(C)(OC1OC(CO)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(O)C(C)(C)C3C(OC3OC(CO)C(O)C(O)C3O)CC12C,CC(C)=CCCC(C)(OC1OC(CO)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(O)C(C)(C)C3C(OC3OC(CO)C(O)C(O)C3O)CC12C,780.501,C42H72O14,YURJSTAIMNSZAE-UHFFFAOYSA-N,CC(C)=CCCC(C)(OC1OC(CO)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(O)C(C)(C)C3C(OC3OC(CO)C(O)C(O)C3O)CC12C,0.0,0,ok,0
1674,predret10,UniToyama_Atlantis_143,external_data/predret10/smiles_rt_txt/UniToyama_Atlantis_143.txt,30,UniToyama_Atlantis_143_30,,CC1OC(OC2CCC3(C)C(CCC4(C)C3C=CC35OCC6(CCC(C)(C)CC63)C(O)CC45C)C2(C)CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1O,CC1OC(OC2CCC3(C)C(CCC4(C)C3C=CC35OCC6(CCC(C)(C)CC63)C(O)CC45C)C2(C)CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1O,1136.5009998,C42H68O13,KYWSCMDFVARMPN-UHFFFAOYSA-N,CC1OC(OC2CCC3(C)C(CCC4(C)C3C=CC35OCC6(CCC(C)(C)CC63)C(O)CC45C)C2(C)CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1O,0.0,0,ok,0
1675,predret10,UniToyama_Atlantis_143,external_data/predret10/smiles_rt_txt/UniToyama_Atlantis_143.txt,31,UniToyama_Atlantis_143_31,,COc1c(O)cc(O)c2c(=O)cc(-c3ccccc3)oc12,COc1c(O)cc(O)c2c(=O)cc(-c3ccccc3)oc12,1168.101,C16H12O5,XLTFNNCXVBYBSX-UHFFFAOYSA-N,COc1c(O)cc(O)c2c(=O)cc(-c3ccccc3)oc12,0.0,0,ok,0
1676,predret10,UniToyama_Atlantis_143,external_data/predret10/smiles_rt_txt/UniToyama_Atlantis_143.txt,32,UniToyama_Atlantis_143_32,,O=C(O)C1OC(Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)C(O)C(O)C1O,O=C(O)C1OC(Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)C(O)C(O)C1O,642.501,C21H18O11,IKIIZLYTISPENI-UHFFFAOYSA-N,O=C(O)C1OC(Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)C(O)C(O)C1O,0.0,0,ok,0
1677,predret10,UniToyama_Atlantis_143,external_data/predret10/smiles_rt_txt/UniToyama_Atlantis_143.txt,33,UniToyama_Atlantis_143_33,,COc1ccc(C2CC(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3O2)cc1O,COc1ccc(C2CC(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3O2)cc1O,726.9010002,C28H34O15,QUQPHWDTPGMPEX-UHFFFAOYSA-N,COc1ccc(C2CC(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3O2)cc1O,0.0,0,ok,0
1678,predret10,UniToyama_Atlantis_143,external_data/predret10/smiles_rt_txt/UniToyama_Atlantis_143.txt,34,UniToyama_Atlantis_143_34,,COc1ccc(C2CC(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3O2)cc1O,COc1ccc(C2CC(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3O2)cc1O,724.9009998,C28H34O15,QUQPHWDTPGMPEX-UHFFFAOYSA-N,COc1ccc(C2CC(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3O2)cc1O,0.0,0,ok,0
1679,predret10,UniToyama_Atlantis_143,external_data/predret10/smiles_rt_txt/UniToyama_Atlantis_143.txt,35,UniToyama_Atlantis_143_35,,COc1ccc(-c2oc3c(CC=C(C)C)c(OC4OC(CO)C(O)C(O)C4O)cc(O)c3c(=O)c2OC2OC(C)C(O)C(O)C2O)cc1,COc1ccc(-c2oc3c(CC=C(C)C)c(OC4OC(CO)C(O)C(O)C4O)cc(O)c3c(=O)c2OC2OC(C)C(O)C(O)C2O)cc1,880.5010002,C33H40O15,TZJALUIVHRYQQB-UHFFFAOYSA-N,COc1ccc(-c2oc3c(CC=C(C)C)c(OC4OC(CO)C(O)C(O)C4O)cc(O)c3c(=O)c2OC2OC(C)C(O)C(O)C2O)cc1,0.0,0,ok,0
1680,predret10,UniToyama_Atlantis_143,external_data/predret10/smiles_rt_txt/UniToyama_Atlantis_143.txt,36,UniToyama_Atlantis_143_36,,CC(=O)OC1C(c2ccc(=O)oc2)C2(C)CCC3C(CCC4CC(O)CCC43C)C23OC13,CC(=O)OC1C(c2ccc(=O)oc2)C2(C)CCC3C(CCC4CC(O)CCC43C)C23OC13,1283.847,C26H34O6,SCULJPGYOQQXTK-UHFFFAOYSA-N,CC(=O)OC1C(c2ccc(=O)oc2)C2(C)CCC3C(CCC4CC(O)CCC43C)C23OC13,0.0,0,ok,0
1681,predret10,UniToyama_Atlantis_143,external_data/predret10/smiles_rt_txt/UniToyama_Atlantis_143.txt,37,UniToyama_Atlantis_143_37,,CC(=O)OC1C(c2ccc(=O)oc2)C2(C)CCC3C(CCC4(O)CC(O)CCC34C)C23OC13,CC(=O)OC1C(c2ccc(=O)oc2)C2(C)CCC3C(CCC4(O)CC(O)CCC34C)C23OC13,1120.84698,C26H34O7,KBKUJJFDSHBPPA-UHFFFAOYSA-N,CC(=O)OC1C(c2ccc(=O)oc2)C2(C)CCC3C(CCC4(O)CC(O)CCC34C)C23OC13,0.0,0,ok,0
1682,predret10,UniToyama_Atlantis_143,external_data/predret10/smiles_rt_txt/UniToyama_Atlantis_143.txt,38,UniToyama_Atlantis_143_38,,COCC12CN(C)C3C4C(OC)C1C3(C(OC)CC2O)C1CC2(O)C(OC)C(O)C4(O)C1C2OC(=O)c1ccccc1,COCC12CN(C)C3C4C(OC)C1C3(C(OC)CC2O)C1CC2(O)C(OC)C(O)C4(O)C1C2OC(=O)c1ccccc1,867.1000200000001,C31H43NO10,PULWZCUZNRVAHT-UHFFFAOYSA-N,COCC12CN(C)C3C4C(OC)C1C3(C(OC)CC2O)C1CC2(O)C(OC)C(O)C4(O)C1C2OC(=O)c1ccccc1,0.0,0,ok,0
1683,predret10,UniToyama_Atlantis_143,external_data/predret10/smiles_rt_txt/UniToyama_Atlantis_143.txt,39,UniToyama_Atlantis_143_39,,COc1ccc2c(c1OC)=CN1CCc3cc4c(cc3[C]1C=2)OCO4,COc1ccc2c(c1OC)=CN1CCc3cc4c(cc3[C]1C=2)OCO4,997.60002,C20H18NO4,OJDYKDYYXBXBIX-UHFFFAOYSA-N,COc1ccc2c(c1OC)=CN1CCc3cc4c(cc3[C]1C=2)OCO4,0.0,0,ok,0
1684,predret10,UniToyama_Atlantis_143,external_data/predret10/smiles_rt_txt/UniToyama_Atlantis_143.txt,40,UniToyama_Atlantis_143_40,,C1=c2ccc3c(c2=CN2CCc4cc5c(cc4[C]12)OCO5)OCO3,C1=c2ccc3c(c2=CN2CCc4cc5c(cc4[C]12)OCO5)OCO3,918.10002,C19H14NO4,RMOPHAINWJSBTC-UHFFFAOYSA-N,C1=c2ccc3c(c2=CN2CCc4cc5c(cc4[C]12)OCO5)OCO3,0.0,0,ok,0
1685,predret10,UniToyama_Atlantis_143,external_data/predret10/smiles_rt_txt/UniToyama_Atlantis_143.txt,41,UniToyama_Atlantis_143_41,,COc1cc2c(cc1OC)[C]1C(C)=c3ccc(OC)c(OC)c3=CN1CC2,COc1cc2c(cc1OC)[C]1C(C)=c3ccc(OC)c(OC)c3=CN1CC2,1066.60002,C22H24NO4,GBFQEPKXUTVKTD-UHFFFAOYSA-N,COc1cc2c(cc1OC)[C]1C(C)=c3ccc(OC)c(OC)c3=CN1CC2,0.0,0,ok,0
1686,predret10,UniToyama_Atlantis_143,external_data/predret10/smiles_rt_txt/UniToyama_Atlantis_143.txt,42,UniToyama_Atlantis_143_42,,CC(C)=CCCC(C)(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)C(C)(C)C3CCC12C,CC(C)=CCCC(C)(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)C(C)(C)C3CCC12C,973.32702,C54H92O23,GZYPWOGIYAIIPV-UHFFFAOYSA-N,CC(C)=CCCC(C)(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)C(C)(C)C3CCC12C,0.0,0,ok,0
1687,predret10,UniToyama_Atlantis_143,external_data/predret10/smiles_rt_txt/UniToyama_Atlantis_143.txt,43,UniToyama_Atlantis_143_43,,CC(C)=CCCC(C)(OC1OC(CO)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)C(C)(C)C3CCC12C,CC(C)=CCCC(C)(OC1OC(CO)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)C(C)(C)C3CCC12C,1068.32502,C48H82O18,RLDVZILFNVRJTL-UHFFFAOYSA-N,CC(C)=CCCC(C)(OC1OC(CO)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)C(C)(C)C3CCC12C,0.0,0,ok,0
1688,predret10,UniToyama_Atlantis_143,external_data/predret10/smiles_rt_txt/UniToyama_Atlantis_143.txt,44,UniToyama_Atlantis_143_44,,CC(C)=CCCC(C)(OC1OC(CO)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(O)C(C)(C)C3C(OC3OC(CO)C(O)C(O)C3OC3OC(C)C(O)C(O)C3O)CC12C,CC(C)=CCCC(C)(OC1OC(CO)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(O)C(C)(C)C3C(OC3OC(CO)C(O)C(O)C3OC3OC(C)C(O)C(O)C3O)CC12C,806.32302,C48H82O18,PWAOOJDMFUQOKB-UHFFFAOYSA-N,CC(C)=CCCC(C)(OC1OC(CO)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(O)C(C)(C)C3C(OC3OC(CO)C(O)C(O)C3OC3OC(C)C(O)C(O)C3O)CC12C,0.0,0,ok,0
1689,predret10,UniToyama_Atlantis_143,external_data/predret10/smiles_rt_txt/UniToyama_Atlantis_143.txt,45,UniToyama_Atlantis_143_45,,CC(C)=CCCC(C)(OC1OC(COC2OC(CO)C(O)C2O)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)C(C)(C)C3CCC12C,CC(C)=CCCC(C)(OC1OC(COC2OC(CO)C(O)C2O)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)C(C)(C)C3CCC12C,997.326,C53H90O22,JDCPEKQWFDWQLI-UHFFFAOYSA-N,CC(C)=CCCC(C)(OC1OC(COC2OC(CO)C(O)C2O)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)C(C)(C)C3CCC12C,0.0,0,ok,0
1690,predret10,UniToyama_Atlantis_143,external_data/predret10/smiles_rt_txt/UniToyama_Atlantis_143.txt,46,UniToyama_Atlantis_143_46,,CC1OC(OC2CCC3(C)C(CCC4(C)C3C=CC35OCC6(CCC(C)(C)CC63)C(O)CC45C)C2(C)CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1O,CC1OC(OC2CCC3(C)C(CCC4(C)C3C=CC35OCC6(CCC(C)(C)CC63)C(O)CC45C)C2(C)CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1O,1158.3239999999998,C42H68O13,KYWSCMDFVARMPN-UHFFFAOYSA-N,CC1OC(OC2CCC3(C)C(CCC4(C)C3C=CC35OCC6(CCC(C)(C)CC63)C(O)CC45C)C2(C)CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1O,0.0,0,ok,0
1691,predret10,UniToyama_Atlantis_143,external_data/predret10/smiles_rt_txt/UniToyama_Atlantis_143.txt,47,UniToyama_Atlantis_143_47,,CC1OC(OC2C(COC3OC(CO)C(O)C(O)C3O)OC(OC3CCC4(C)C(CCC5(C)C4C=CC46OCC7(CCC(C)(C)CC74)C(O)CC56C)C3(C)C)C(O)C2O)C(O)C(O)C1O,CC1OC(OC2C(COC3OC(CO)C(O)C(O)C3O)OC(OC3CCC4(C)C(CCC5(C)C4C=CC46OCC7(CCC(C)(C)CC74)C(O)CC56C)C3(C)C)C(O)C2O)C(O)C(O)C1O,1032.3220199999998,C48H78O17,VJEMOEYSQDKAQF-UHFFFAOYSA-N,CC1OC(OC2C(COC3OC(CO)C(O)C(O)C3O)OC(OC3CCC4(C)C(CCC5(C)C4C=CC46OCC7(CCC(C)(C)CC74)C(O)CC56C)C3(C)C)C(O)C2O)C(O)C(O)C1O,0.0,0,ok,0
1692,predret10,UniToyama_Atlantis_143,external_data/predret10/smiles_rt_txt/UniToyama_Atlantis_143.txt,48,UniToyama_Atlantis_143_48,,CC1OC(OC2CCC3(C)C(CCC4(C)C3C=CC35OCC6(CCC(C)(C)CC63)C(O)CC45C)C2(C)CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1O,CC1OC(OC2CCC3(C)C(CCC4(C)C3C=CC35OCC6(CCC(C)(C)CC63)C(O)CC45C)C2(C)CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1O,1318.32498,C42H68O13,KYWSCMDFVARMPN-UHFFFAOYSA-N,CC1OC(OC2CCC3(C)C(CCC4(C)C3C=CC35OCC6(CCC(C)(C)CC63)C(O)CC45C)C2(C)CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1O,0.0,0,ok,0
1693,predret10,UniToyama_Atlantis_143,external_data/predret10/smiles_rt_txt/UniToyama_Atlantis_143.txt,49,UniToyama_Atlantis_143_49,,CC(C)(O)C1CCC(C)(C2C(O)CC3(C)C4CC(OC5OC(CO)C(O)C(O)C5O)C5C(C)(C)C(OC6OCC(O)C(O)C6O)CCC56CC46CCC23C)O1,CC(C)(O)C1CCC(C)(C2C(O)CC3(C)C4CC(OC5OC(CO)C(O)C(O)C5O)C5C(C)(C)C(OC6OCC(O)C(O)C6O)CCC56CC46CCC23C)O1,1078.323,C41H68O14,QMNWISYXSJWHRY-UHFFFAOYSA-N,CC(C)(O)C1CCC(C)(C2C(O)CC3(C)C4CC(OC5OC(CO)C(O)C(O)C5O)C5C(C)(C)C(OC6OCC(O)C(O)C6O)CCC56CC46CCC23C)O1,0.0,0,ok,0
1694,predret10,UniToyama_Atlantis_143,external_data/predret10/smiles_rt_txt/UniToyama_Atlantis_143.txt,50,UniToyama_Atlantis_143_50,,O=C(O)C1OC(Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)C(O)C(O)C1O,O=C(O)C1OC(Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)C(O)C(O)C1O,663.3220200000001,C21H18O11,IKIIZLYTISPENI-UHFFFAOYSA-N,O=C(O)C1OC(Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)C(O)C(O)C1O,0.0,0,ok,0
1695,predret10,UniToyama_Atlantis_143,external_data/predret10/smiles_rt_txt/UniToyama_Atlantis_143.txt,51,UniToyama_Atlantis_143_51,,O=c1c(-c2ccc(O)cc2)coc2c(C3OC(CO)C(O)C(O)C3O)c(O)ccc12,O=c1c(-c2ccc(O)cc2)coc2c(C3OC(CO)C(O)C(O)C3O)c(O)ccc12,514.221,C21H20O9,HKEAFJYKMMKDOR-UHFFFAOYSA-N,O=c1c(-c2ccc(O)cc2)coc2c(C3OC(CO)C(O)C(O)C3O)c(O)ccc12,0.0,0,ok,0
1696,predret10,UniToyama_Atlantis_143,external_data/predret10/smiles_rt_txt/UniToyama_Atlantis_143.txt,52,UniToyama_Atlantis_143_52,,COc1c(O)cc(O)c2c(=O)cc(-c3ccccc3)oc12,COc1c(O)cc(O)c2c(=O)cc(-c3ccccc3)oc12,1181.32302,C16H12O5,XLTFNNCXVBYBSX-UHFFFAOYSA-N,COc1c(O)cc(O)c2c(=O)cc(-c3ccccc3)oc12,0.0,0,ok,0
1697,predret10,UniToyama_Atlantis_143,external_data/predret10/smiles_rt_txt/UniToyama_Atlantis_143.txt,53,UniToyama_Atlantis_143_53,,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,984.10002,C15H10O5,KZNIFHPLKGYRTM-UHFFFAOYSA-N,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,0.0,0,ok,0
1698,predret10,UniToyama_Atlantis_143,external_data/predret10/smiles_rt_txt/UniToyama_Atlantis_143.txt,54,UniToyama_Atlantis_143_54,,COc1c(O)cc2c(c1O)C1OC(CO)C(O)C(O)C1OC2=O,COc1c(O)cc2c(c1O)C1OC(CO)C(O)C(O)C1OC2=O,415.84698,C14H16O9,YWJXCIXBAKGUKZ-UHFFFAOYSA-N,COc1c(O)cc2c(c1O)C1OC(CO)C(O)C(O)C1OC2=O,0.0,0,ok,0
1699,predret10,UniToyama_Atlantis_143,external_data/predret10/smiles_rt_txt/UniToyama_Atlantis_143.txt,55,UniToyama_Atlantis_143_55,,O=c1cc(-c2ccc(O)c(-c3c(O)cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc34)c2)oc2cc(O)cc(O)c12,O=c1cc(-c2ccc(O)c(-c3c(O)cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc34)c2)oc2cc(O)cc(O)c12,967.09998,C30H18O10,YUSWMAULDXZHPY-UHFFFAOYSA-N,O=c1cc(-c2ccc(O)c(-c3c(O)cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc34)c2)oc2cc(O)cc(O)c12,0.0,0,ok,0
1700,predret10,UniToyama_Atlantis_143,external_data/predret10/smiles_rt_txt/UniToyama_Atlantis_143.txt,56,UniToyama_Atlantis_143_56,,COc1ccc(-c2cc(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3o2)cc1,COc1ccc(-c2cc(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3o2)cc1,846.1000200000001,C28H32O14,YFVGIJBUXMQFOF-UHFFFAOYSA-N,COc1ccc(-c2cc(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3o2)cc1,0.0,0,ok,0
1701,predret10,UniToyama_Atlantis_143,external_data/predret10/smiles_rt_txt/UniToyama_Atlantis_143.txt,57,UniToyama_Atlantis_143_57,,COc1cc(OC)c2c(=O)c(O)c(-c3ccc(OC)c(OC)c3)oc2c1,COc1cc(OC)c2c(=O)c(O)c(-c3ccc(OC)c(OC)c3)oc2c1,1221.10002,C19H18O7,AAASNKNLMQBKFV-UHFFFAOYSA-N,COc1cc(OC)c2c(=O)c(O)c(-c3ccc(OC)c(OC)c3)oc2c1,0.0,0,ok,0
1702,predret10,UniToyama_Atlantis_143,external_data/predret10/smiles_rt_txt/UniToyama_Atlantis_143.txt,58,UniToyama_Atlantis_143_58,,COc1cc2oc(-c3ccccc3)cc(=O)c2c(OC)c1OC,COc1cc2oc(-c3ccccc3)cc(=O)c2c(OC)c1OC,1240.60002,C18H16O5,HJNJAUYFFFOFBW-UHFFFAOYSA-N,COc1cc2oc(-c3ccccc3)cc(=O)c2c(OC)c1OC,0.0,0,ok,0
1703,predret10,UniToyama_Atlantis_143,external_data/predret10/smiles_rt_txt/UniToyama_Atlantis_143.txt,59,UniToyama_Atlantis_143_59,,COc1cc(-c2cc(=O)c3c(O)cc(O)cc3o2)ccc1O,COc1cc(-c2cc(=O)c3c(O)cc(O)cc3o2)ccc1O,1002.10002,C16H12O6,SCZVLDHREVKTSH-UHFFFAOYSA-N,COc1cc(-c2cc(=O)c3c(O)cc(O)cc3o2)ccc1O,0.0,0,ok,0
1704,predret10,UniToyama_Atlantis_143,external_data/predret10/smiles_rt_txt/UniToyama_Atlantis_143.txt,60,UniToyama_Atlantis_143_60,,COc1cc2oc(-c3ccc(O)c(O)c3)cc(=O)c2c(O)c1OC,COc1cc2oc(-c3ccc(O)c(O)c3)cc(=O)c2c(O)c1OC,1038.10002,C17H14O7,IMEYGBIXGJLUIS-UHFFFAOYSA-N,COc1cc2oc(-c3ccc(O)c(O)c3)cc(=O)c2c(O)c1OC,0.0,0,ok,0
1705,predret10,UniToyama_Atlantis_143,external_data/predret10/smiles_rt_txt/UniToyama_Atlantis_143.txt,61,UniToyama_Atlantis_143_61,,COc1cc2oc(-c3ccc(OC4OC(CO)C(O)C(O)C4O)cc3)cc(=O)c2c(O)c1OC,COc1cc2oc(-c3ccc(OC4OC(CO)C(O)C(O)C4O)cc3)cc(=O)c2c(O)c1OC,850.60002,C23H24O11,RETJLKUBHXTIGH-UHFFFAOYSA-N,COc1cc2oc(-c3ccc(OC4OC(CO)C(O)C(O)C4O)cc3)cc(=O)c2c(O)c1OC,0.0,0,ok,0
1706,predret10,UniToyama_Atlantis_143,external_data/predret10/smiles_rt_txt/UniToyama_Atlantis_143.txt,62,UniToyama_Atlantis_143_62,,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O,931.60002,C16H12O6,MBNGWHIJMBWFHU-UHFFFAOYSA-N,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O,0.0,0,ok,0
1707,predret10,UniToyama_Atlantis_143,external_data/predret10/smiles_rt_txt/UniToyama_Atlantis_143.txt,63,UniToyama_Atlantis_143_63,,COc1ccc(-c2cc(=O)c3c(O)c(C4OC(CO)C(O)C(O)C4OC4OC(C)C(O)C(O)C4O)c(OC)cc3o2)cc1,COc1ccc(-c2cc(=O)c3c(O)c(C4OC(CO)C(O)C(O)C4OC4OC(C)C(O)C(O)C4O)c(OC)cc3o2)cc1,762.1000200000001,C29H34O14,OXTGLFRGBDFBHI-UHFFFAOYSA-N,COc1ccc(-c2cc(=O)c3c(O)c(C4OC(CO)C(O)C(O)C4OC4OC(C)C(O)C(O)C4O)c(OC)cc3o2)cc1,0.0,0,ok,0
1708,predret10,UniToyama_Atlantis_143,external_data/predret10/smiles_rt_txt/UniToyama_Atlantis_143.txt,64,UniToyama_Atlantis_143_64,,COc1cc2oc(-c3ccc(OC4OC(CO)C(O)C(O)C4O)cc3)cc(=O)c2c(O)c1C1OC(CO)C(O)C(O)C1O,COc1cc2oc(-c3ccc(OC4OC(CO)C(O)C(O)C4O)cc3)cc(=O)c2c(O)c1C1OC(CO)C(O)C(O)C1O,291.6,C28H32O15,QLOUGKRWTZAXFE-UHFFFAOYSA-N,COc1cc2oc(-c3ccc(OC4OC(CO)C(O)C(O)C4O)cc3)cc(=O)c2c(O)c1C1OC(CO)C(O)C(O)C1O,0.0,0,ok,0
1709,predret10,UniToyama_Atlantis_143,external_data/predret10/smiles_rt_txt/UniToyama_Atlantis_143.txt,65,UniToyama_Atlantis_143_65,,COc1ccc(-c2cc(=O)c3c(O)cc(OC4OC(CO)C(O)C(O)C4OC4OC(C)C(O)C(O)C4O)cc3o2)cc1,COc1ccc(-c2cc(=O)c3c(O)cc(OC4OC(CO)C(O)C(O)C4OC4OC(C)C(O)C(O)C4O)cc3o2)cc1,803.1,C28H32O14,MLWDGPFGTFOLRJ-UHFFFAOYSA-N,COc1ccc(-c2cc(=O)c3c(O)cc(OC4OC(CO)C(O)C(O)C4OC4OC(C)C(O)C(O)C4O)cc3o2)cc1,0.0,0,ok,0
1710,predret10,UniToyama_Atlantis_143,external_data/predret10/smiles_rt_txt/UniToyama_Atlantis_143.txt,66,UniToyama_Atlantis_143_66,,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,980.59998,C15H10O5,TZBJGXHYKVUXJN-UHFFFAOYSA-N,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,0.0,0,ok,0
1711,predret10,UniToyama_Atlantis_143,external_data/predret10/smiles_rt_txt/UniToyama_Atlantis_143.txt,67,UniToyama_Atlantis_143_67,,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(CO)C5CCC43C)C2C1,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(CO)C5CCC43C)C2C1,1498.347,C30H48O4,PGOYMURMZNDHNS-UHFFFAOYSA-N,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(CO)C5CCC43C)C2C1,0.0,0,ok,0
